id,Title,Content,Excerpt,PostType,ImageURL,LocatorGender,LocatorType,_telephone,_address,LocatorCities,State,_zip,LocatorCountries,_email,_website,,
12933,"Larry Mabine, M.D.",I am a licensed medical doctor in the State of Georgia. My specialty is Pain Management. I am a Board Certified Anesthesiologist in Pain Management. I graduated from the University of North Carolina at Chapel Hill. I attended medical school at University of North Carolina at Chapel Hill. I served my residency in Anesthesiology at the Emory University Affiliated Hospitals. I also studied International Structural Acupuncture as an alternative method of pain control through Harvard Medical School.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-larry-mabine-753x1024-1.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (770) 924-8438,"7914 Highway 92, Woodstock, GA, USA",Woodstock,Georgia,,United States of America,,,,
12935,"Max Shokat, D.O.","Max Shokat, D.O. is board certified by the American Board of Pain Medicine and the American Board of Physical Medicine and Rehabilitation. Dr. Shokat is a fellowship trained physician who specializes in the non-operative treatment of spine, joint, bone, muscle and nerve pain.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/shokat2_1-682x1024-682x1024-1.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(229) 226-2234,"615 South Hansell Street, Thomasville, GA, USA",Thomasville,Georgia,,United States of America,,,,
12937,"Catherine Emeruwa, M.D.","Dr. Catherine Emeruwa, affectionately known as Dr. Cathy, is a Board-Certified Family practitioner and is truly an anomaly. Dr. Cathy has been practicing for over 25 years. Known for her engaging personality and winsome smile, Dr. Cathy is very well respected in the industry and genuinely loves being a doctor. Dr. Cathy’s patients receive optimal service the minute they walk through the doors of her Atlanta offices. She spends an inordinate amount of time with each patient taking into consideration the sensitivity of the subject matter.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Dr-Cathy-new-e1555081481281-1024x819-1.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(770) 632-6093,"3011 Piedmont Rd NE, Atlanta, GA, USA",Atlanta,Georgia,,United States of America,,,,
12939,"Hugo D. Ribot Jr., M.D.",Dr. Ribot is able to recommend low THC oil for appropriate indications only for existing patients of his practice or for new patients who agree to transfer their Gynecologic care to Cartersville Ob/Gyn Associates.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-Hugo-Ribot.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(770) 386-4824,"958 Joe Frank Harris Parkway Southeast, Cartersville, GA, USA",Cartersville,Georgia,,United States of America,,,,
12941,Lighthorse Psychiatry,Lighthorse Psychiatry is a community of experienced and respected professionals who provide individualized outpatient treatment services to promote mental health and wellness across the lifespan.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/lighthouse-psychiatry.png,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(912) 882-3800,"1712 Osborne Rd, St. Marys, GA, USA",St. Marys,Georgia,,United States of America,,,,
12943,"Eduardo Montana, MD","Dr. Eduardo Montana and Family Nurse Practitioner Lorena Williams are steadfastly committed to an Integrative Medicine approach to Prevention and Wellness and have decided after observing the large volume of both our pediatric and family medicine practice with debilitating chronic illness that could benefit fro CBD therapy to control seizures, chronic pain, spasticity and other conditions that decrease quality of life.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-eduardo-montana.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(404) 943-0289,"780 Canton Rd NE, Marietta, GA, USA",Marietta,Georgia,,United States of America,,,,
12945,"Rekha Singh, M.D.","Board certified family practice, practicing for 22 years in Suwannee, Georgia.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-singh-photo-2.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist, +1(678) 482-5550,"1300 Peachtree Industrial Court, Chamblee, GA, USA",Chamblee,Georgia,,United States of America,,,,
12947,"Woodley Mardy-Davis, M.D.",Dr. Davis has been using THC oil to help many patients with conditions listed on the Georgia Low THC oil registry.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-davis.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (470) 299-1998,"12389 Crabapple Road, Alpharetta, GA, USA",Alpharetta,Georgia,,United States of America,,,,
12949,"George Negrea, MD","Dr. Negrea obtained his medical education in his native country of Romania as well as in the Dominican Republic. He completed his internship and residency in Internal Medicine at the Mount Vernon Hospital in New York, a New York Medical College program. Subsequently, he did a year of Medical Oncology training at Downstate Medical Center in Brooklyn, New York, followed by two and a half years of Hematology and Medical Oncology at Temple University Hospital and Fox Chase Cancer Center in Philadelphia, Pennsylvania.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-negrea.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (912) 692-2000,"225 Candler Drive, Savannah, GA, USA",Savannah,Georgia,,United States of America,,,,
12951,"Michelle M Cipriani, M.D.",Compassionate healthcare for the community,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-michelle-snyder-e1546978714857.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (706) 993-3218,"7094 Peachtree Industrial Blvd, Norcross, GA, USA",Norcross,Georgia,,United States of America,,,,
12953,"Kristin Gore, MD","Dr. Kristin Gore is a board certified Family Medicine physician with experience in global health/tropical medicine, urgent care, geriatric medicine, adolescent medicine, and pediatrics. Dr. Gore received her Associate of Science in Biology from Gordon College in 2001 and her Bachelor of Science in Psychology/Chemistry from Augusta State University in 2003. She went to medical school at The American University of the Caribbean School of Medicine and graduated in 2008. She then completed a Family Medicine/Global Health residency at AnMed Health in Anderson, SC in 2012. She also obtained an International Medicine & Public Health Diploma in 2014.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-kristin-gore-updated.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (678) 408-6418,"1669 North Expressway, Griffin, GA, USA",Griffin,Georgia,,United States of America,,,,
12955,"Jean Bonhomme, M.D.","The Advanced Clinics for Preventive Medicine (ACPM formally American Clinics for Preventive Medicine) ) is a holistic medical center, located in and serving the greater Atlanta area . We offer both in-person and virtual consultations. We offer a variety of safe and effective therapies to prevent and reverse the progression of your health challenges and conditions.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-jean-bonhomme-683x1024-1.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (770) 419-4471,"1343 Terrell Mill Rd, Marietta, GA 30067, USA",Marietta,Georgia,30067,United States of America,,,,
12957,"Charles Whitfield, M.D.","Dr. Charles L. Whitfield is a psychiatrist in private practice specializing in assisting survivors of childhood trauma with their recovery, Post Traumatic Stress Disorder and with addictions including alcoholism and related disorders. He is certified by the American Society of Addiction Medicine, a founding member of the National Association for the Children of Alcoholics, and a member of the American Professional Society on the Abuse of Children.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-charles-whitfield.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,,"Atlanta, GA, USA",Atlanta,Georgia,,United States of America,,,,
12959,"Nadia Taylor, M.D.","Dr. Nadia Taylor is a dedicated and caring pediatrician and primary care doctor with over 15 years of experience. She enjoys serving the communities of Gwinnett and North Fulton counties. Originally from Jamaica, Dr. Taylor attended Wake Forest University, where she received her medical degree, and completed her fellowship in pediatric hematology and oncology at Emory University. She completed her residency in pediatrics at the University of Florida, Shands Hospital in 2005.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/nadia-taylor.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (770) 707-4018,"3371 North Berkeley Lake Road Northwest, Duluth, GA, USA",Duluth,Georgia,,United States of America,,,,
12961,"Nathan Brandon, MD",Dr. Brandon is a board certified anesthesiologist specializing in the management of chronic pain.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-nathan-brandon.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (706) 364-2980,"621 Ponder Place Drive, Evans, GA, USA",Augusta,Georgia,,United States of America,,,,
12963,"Alexis Catlett, M.D.",Dr. Alexis Catlett is a family physician with sound academic and practical experience including a residency in family medicine from Navicent Health. She sees patients at Pandya Medical Center. Dr. Catlett is certified by the American Board of Family Medicine.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-alexis-catlett-725x1024-1.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (770) 373-7704,"3970 Deputy Bill Cantrell Memorial Rd, Cumming, GA, USA",Cumming,Georgia,,United States of America,,,,
12965,"Sandeep Datta, M.D.",Dr. Datta is a Board Certified Anesthesiologist with over 13 years experience in both anesthesia and pain management. He brings with him a vast knowledge in all aspects of interventional pain management.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-sandeep-datta.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (478) 745-2385,"101 Preston Court, Macon, GA, USA",Macon,Georgia,,United States of America,,,,
12967,"Travis Bailey, D.O.","Dr. Travis Bailey is a board certified Anesthesiologist and fellowship trained Interventional Pain Physician. He specializes in treating an array of complex acute and chronic painful conditions, as well as, comprehensive palliative care for patients with cancer or intractable pain.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-travis-bailey.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (229) 247-2290,"3527 North Valdosta Road, Valdosta, GA, USA",Valdosta,Georgia,,United States of America,,,,
12969,"Ellie Campbell, D.O.","Dr Campbell is a Board-certified family physician with clinical interests in women’s health, wellness, and complementary and alternative care.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-campbell.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(678) 474-4742,"410 Peachtree Pkwy, Cumming, GA, USA",Cumming,Georgia,,United States of America,,,,
12971,"Rhett Bergeron, M.D.","Functional and Integrative medicine, Endocrine Hormone Therapy, Cancer therapy and support.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-bergeron.png,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (678) 990-5401,"555 Sun Valley Drive, Roswell, GA, USA",Roswell,Georgia,,United States of America,,,,
12973,"James Granger, MD",In our office Dr. Granger provides the following services:,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-james-granger-4.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(678) 247-2115,"3823 Roswell Road, Marietta, GA, USA",Marietta,Georgia,,United States of America,,,,
12975,"Cynthia S. Rudert, M.D.","Cynthia S. Rudert, M.D., F.A.C.P., is a board-certified gastroenterologist in Atlanta, Georgia with over 25 years experience screening and treating celiac disease. With one of the largest practices in the United States that manages adults and teenagers with celiac, she has diagnosed and evaluated over 1000 patients with celiac disease and gluten sensitivity. Committed to educating the public, patients, and physicians about this commonly missed disorder, Dr. Rudert lectures throughout the United States and Canada on celiac disease. She also lectures on inflammatory bowel disease, irritable bowel syndrome, pancreatic exocrine insufficiency, and small intestinal bacterial overgrowth.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-cynthia-rudert.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (404) 943-9820,"5555 Peachtree Dunwoody Rd, Atlanta, GA, USA",Atlanta,Georgia,,United States of America,,,,
12977,"Germaine Cummings, M.D.","Dr. Germaine D. Cummings is a 1994 graduate of Albany State College, 1999 graduate of Morehouse School of Medicine in Atlanta, Georgia and a 2002 graduate of Baylor School of Medicine Family Practice Residency. Dr. Cummings then completed her fellowship in geriatric medicine at Emory University School of Medicine in 2003. After working at Emory for a couple of years, she opened her own routine family and geriatric practice in Loganville, Georgia (2005).",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-cummings.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (770) 554-8828,"367 Athens Hwy, Loganville, GA, USA",Loganville,Georgia,,United States of America,,,,
12979,"Zachary P. Cohen, M.D.","Board Certified Physician, Family Medicine

Fellow, Holistic and Integrative Medicine",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-zachary-cohen.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (404) 639-9180,"2840 Lavista Road, Decatur, GA, USA",Decatur,Georgia,,United States of America,,,,
12981,"Betsy Horton, MD","Betsy Horton, MD is a board-certified internal medicine physician at Alpha Internal Medicine in Fayetteville, Georgia. Dr. Horton grew up in Fayetteville and has been providing patient-centered medical care with a focus on wellness and prevention since 1998.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-betsy-horton-768x1024-1.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 770-719-5490,"745 Glynn Street South, Fayetteville, GA, USA",Fayetteville,Georgia,,United States of America,,,,
12983,"Bruce A. Salzberg, M.D.",GCPC will only provide low THC oil certification for patients with verified Crohns Disease. Patients must have documentation of their diagnosis and be under the care of Gastroenterology Consultants to validate your card with the state of Georgia.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/dr-bruce-salzberg.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (678) 957-0057,"4395 Johns Creek Pkwy, Suwanee, GA, USA",Suwanee,Georgia,,United States of America,,,,
12985,"Terry L. Franklin, M.D.","At Terry L. Franklin, M.D., we take pride in offering outstanding care for our patients in the Monterey Peninsula area and surrounding communities. We offer holistic and integrative medicine, family care and primary doctor care as well as medical aesthetics and anti-aging treatments for our patients.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Dr-Tel-Franklin-e1631827087562.gif,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (831) 613-1531,"2 Upper Ragsdale Drive, Building B, Suite B110, Monterey, California, USA 93940",California,California,93940,United States of America,,,,
12987,GreenBridge Medical Services,"Family Medicine Physicians & Medical Cannabis Specialists located in Santa Monica, CA",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/greenbridge-medical.png,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (310) 393-0640,"2730 Wilshire Boulevard., Suite 425, Santa Monica, California, USA 90403",California,California,90403,United States of America,,,,
12989,420 Compassionate Care MD,Get an experienced Physician’s Evaluation & Recommendation for Medical Marijuana in minutes right now.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/420compassionatecare.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (559) 498-3399,"433 East Keats Avenue  #4, Fresno, California, USA 93710",California,California,93710,United States of America,,,,
12991,"Cool Consultations, Inc., Dr. Beverly A. Mikuriya and Associates","Cool Consultations Inc. is a premier Medical Cannabis Doctors office owned and operated by Dr. Beverly A. Mikuriya in Cool, CA. We offer some of the best medical cannabis consultations in Northern California for patients who are seeking in-house, one on one consults with knowledgeable Doctors in the treatment of Cancer, Epilepsy, Chronic Pain and associated opioid use, PTSD, stress and anxiety related conditions as well as many other conditions that can be helped through the use of medical cannabis. Please contact us if you feel our service may be helpful to you and yours.

We are not a dispensary and there are no cannabis products available through our office.

Contact us for more information.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/canorml-cool-consultations-logo.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 530-888-9020,"2968 State Highway 49, Suite C, Cool, California, USA 95614",California,California,95614,United States of America,,,,
12993,Mark S. Wagner,Why OC Comprehensive:,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/oc-comprehensive-care-canorml-physician-logo.png,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (714) 558-8038,"515 Cabrillo Park Drive, Suite 120, Santa Ana, California, USA 92701",California,California,92701,United States of America,,,,
12995,Dr. Leah Johnson,"Dr. Leah Johnson (known to the cannabis community as Dr. Leah) is a formally trained Clinical Cannabis Pharmacist and the owner and CEO of Alchemist Cannabis Consulting. She is also an accomplished, highly driven clinical Long-Term Care & Rehabilitation pharmacist, with primary focus in pain, mental health (depression, anxiety, Insomnia, etc.) and sexual health medication management. She also holds 3 patents (under the name: Leah Haibi) for natural herbal remedy tinctures, which she helped develop as the Head of Research & Development for an herbal supplement company.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/drleah-photo-canorml-e1631739561123.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 408-418-8802,"San Jose, California, USA 95118",California,California,95118,United States of America,,,,
12997,Frank Lucido MD & Maria Mangini PhD FNP,,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/frank-lucido-e1631311743399.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(510) 848-0958,"2300 Durant Avenue, Berkeley, California, USA 94704",California,California,94704,United States of America,,,,
12999,Dr. Leonard Liss,"Office Hours: Tuesday and Thursday, 10am – 5pm",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/IMG_5748-e1631827120348.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(559) 754-2556,"4239 West Noble Avenue, Visalia, California, USA 93277",California,California,93277,United States of America,,,,
13001,Wellness Solutions,"Our mission is to provide the highest professional service to our patients in an attractive, comfortable environment.  As a doctor-owned and operated facility, we are in full compliance with the California State Medical Board requirements.   At Wellness Solutions, the focus is on our patients.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/wellness-solutions-marijuana-evlautions-canorml-logo-scaled-1.jpg,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 (818) 853-7566,"4842 Lankershim Boulevard, North Hollywood, California, USA 91601",California,California,91601,United States of America,,,,
13003,Heally,On line on demand medical marijuana evaluation,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Heally-CaNORML-Logo.png,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(650) 300-4334,"2215 South El Camino Real, Suite 205, San Mateo, California, USA 94403",California,California,94403,United States of America,,,,
13005,Felix & Killen — Bryce Killen,"Business formation, licensing, and applications.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Felix-Killen-canorml-Logo.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (805) 698-4162,"1056 Eugenia Place, Suite B, Carpinteria, California, USA 93013",California,California,93013,United States of America,Bryce@felixkillenlaw.com,,,
13007,"Timothy L. Alger, Emerge Law Group","Cannabis regulatory advice and litigation, including representation of cannabis businesses in administrative appeals and state and local enforcement proceedings, and civil litigation involving intellectual property, free speech, and business disputes.  Offices in Los Angeles and Orange County.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/DSC_8272-copy-2-1-e1631738348193.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 949-936-2610,"700 South Flower Street, Suite 1000, Los Angeles, California, USA 90017					
			
						100 Spectrum Center Drive, Suite 900, Irvine, California, USA 92618",California,California,90017,United States of America,tim@emergelawgroup.com,,,
13009,"Tina M. Barberi, PC","At the Law Offices of Tina M. Barberi, PC, we are here to help when you are facing criminal, traffic or drunk driving charges in Fresno.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Tina-Barberi-e1631827592437.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (559) 447-1240,"7493 North Ingram Ave., Ste 103, Fresno, California, USA 93711",California,California,93711,United States of America,tina@barberilaw.com,,,
13011,S. Edward Wicker Attorney at Law,"Criminal defense; Business services and incorporation for collectives, delivery services, growers, storefronts. Free consultation.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/edward-wicker-law-office.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (760) 735-6100,"11440 West Bernardo Court, Suite 300, San Diego, California, USA 92127",California,California,92127,United States of America,edward@ewickerlaw.com,,,
13013,McElfresh Law,"Cannabis Regulations, Licensing, Discipline Defense, and Criminal Defense",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/McElfresh-law-canorml-logo.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (858) 756-7107,"531 Encinitas Boulevard, Suite 111, Encinitas, California, USA 92024",California,California,92024,United States of America,jessica@mcelfreshlaw.com,,,
13015,"Rice, Luxon & Bolster-Grant, LLP","Ben Rice has been providing criminal defense of cannabis related charges for over 25 years.  Robin Bolster-Grant was the Santa Cruz County Cannabis Licensing Manager and has 15 years of land use experience in the Santa Cruz Planning Department; Trevor Luxon has been representing clients with cannabis licensing, contract, trademark, and corporate issues for 8 years.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/ben-rice-law-canorml-photo.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (831) 425-0555,"331 Soquel Avenue, Suite 203, Santa Cruz, California, USA 95062",California,California,95062,United States of America,benricelaw@gmail.com,,,
13017,Samuel D. Berns,"Experienced in Criminal Law, DUI, drug charges, record cleanup, cannabis defense, local ordinance law, business setups, and licensing. Call today for a consultation!",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Sam-Berns-e1631827635549.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (916) 226-1477,"5701 Lonetree Boulevard, Suite 123, Rocklin, California, USA 95765",California,California,95765,United States of America,sam@bernslegal.com,,,
13019,"Bruce M. Margolin, Esq.","“The Dean of Cannabis Law” who has successfully defended more marijuana cases than probably any other attorney in the country, as well as thousands of clients on almost all other criminal matters.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Bruce-margolin-canorml-photo-e1631311781877.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (310) 652-0991,"Beverly Hills, California, USA 90212",California,California,90212,United States of America,margolinlawoffice@gmail.com,,,
13021,Shay Aaron Gilmore,"Business formation, corporate governance, regulatory compliance, commercial contract negotiation & drafting, state licensing & local permitting.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Shay-aaron-gilmore-canorml-photo-e1631311824494.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (415) 846-6397,"192 Douglass Street, San Francisco, California, USA 94114",California,California,94114,United States of America,shay@shaygilmorelaw.com,,,
13023,"Philip W. Ganong, Esq","Philip W. Ganong earned his J.D. from Hastings more than 40 years ago. Since then, he has dedicated his practice to representing plaintiffs in civil jury trial work and litigation in Bakersfield, CA, and throughout California. To talk to him about your case, request your free consultation online or call us at (661) 218-2068.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/ganong-law.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (661) 327-3337,"930 Truxtun, Suite 102, Bakersfield, California, USA 93301",California,California,93301,United States of America,phil@ganonglaw.com,,,
13025,"Hannah L. Nelson, Attorney at Law","Cannabis business licensing and compliance law, policy and regulatory advocacy, real estate, partnerships, business operations. Knowledge and experience in the multitude of issues impacting cannabis businesses including zoning and land use, CEQA and other environmental requirements, employer responsibilities, and detailed permitting and licensing issues.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/hannah-l-nelson.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (707) 962-9091,"31452 Airport Road, Fort Bragg, California, USA 95437",California,California,95437,United States of America,hannahnelson@hannahnelson.net,,,
13027,"William Conwell, Esq","I am a criminal defense attorney in Lake County, California. I worked previously as a criminal defense attorney in San Francisco, San Mateo, Alameda, Contra Costa, Solano, Napa, Yolo, and Marin Counties.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/william-conwell-CANORML-criminal-defense-lawyer-e1631738159449.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (707) 263-8220,"55 First St. Suite #307, Lakeport, California, USA 95453",California,California,95453,United States of America,williamconwell@earthlink.net,,,
13029,Karen Albence,"Karen Albence concentrates in litigation and is experienced in all phases of civil and commercial litigation. However, she also has many years of experience in other litigation areas that relate to the unique area of cannabis law such as products defects and premise liability.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Albence-Karen-e1631310396891.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 213-306-6800,"700 Flower Street, Suite 1000, Los Angeles, California, USA 90071					
			
						877 Bryant St., Suite 300, San Francisco, California, USA 94103",California,California,90071,United States of America,karen@cultivalaw.com,,,
13031,High Rise Law,"High Rise Law is the premier provider of Cannabis Inspection Protection℠ Services. Our crew of legacy cannabis professionals is here to help you before, during, and after inspections. We provide quick and easy solutions with long term comprehensive strategies for compliance. Our one-of-a-kind services include inspection consultations and representation, emergency pre-inspections, compliance walk-throughs, and inspection drills. We combine the expertise and protections of a law firm with the practical operational experience of consultants allowing us to provide unparalleled services at an affordable cost. Don’t wait until it’s too late. Contact us for more info and a quote. We serve clients throughout California.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Lauren-Vazquez-canorml-photo-e1631312290166.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 855-665-5297),"Oakland, California, USA 94607",California,California,94607,United States of America,legacy@highriselaw.com,,,
13033,"Heather L. Burke, P.C.","Business legal services including contracts, transactional matters, intellectual property and more.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Heather-Burke-2019-scaled-e1631827941717.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 530-955-3184,"Nevada City, California, USA 95959					
			
						Redway, California, USA 95560",California,California,95959,United States of America,heather@hburkelegal.com,,,
13035,Amy Chapman,"Expertise in Drug Charges, Marijuana Charges, Marijuana Cultivation, Cocaine, Heroin, DUI, Domestic Violence, Armed Robbery",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/law_office_of_amy_chapman.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (707) 636-3207,"703 2nd Street, Suite 407, Santa Rosa, California, USA 95404",California,California,95404,United States of America,amy@amychapmanlaw.com,,,
13037,Omar Figueroa,"Specializing in Licensing/Permitting, Regulatory Compliance, and Intellectual Property. More than 20 years of experience in cannabis law.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Omar-Figueroa-CaNORML-logo.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (707) 829-0215,"7770 Healdsburg Avenue, Suite A, Sebastopol, California, USA 95472",California,California,95472,United States of America,omar@omarfigueroa.com,,,
13039,Anthony Law Group,"Anthony Law Group has represented and advocated for the cannabis community since 2006. We specialize in business and commercial law, regulatory compliance, and government affairs for the cannabis industry.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Anthony-law-group-canorml-logo.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (510) 842-3553,"3542 Fruitvale Avenue, #224, Oakland, California, USA 94602",California,California,94602,United States of America,info@anthonylaw.group,,,
13041,Cannabis Legal and Technical Assistance,Cannabis lawyer to help manage your business project from conception to execution. Whether a brand gaining a financial interest statement in a California cannabis license or submitting an application for a state and local cannabis business license. I focus on jurisdictions that have cannabis equity programs.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/62604608-686A-4C74-952A-CA51CFCB8602-e1631311126122.jpeg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"Oakland, California, USA 94601",California,California,94601,United States of America,Dominic@DominicRipoli.com,,,
